Date,Close,High,Low,Open,Volume,log_return,volatility_21d,volatility_annualized
2022-05-09,7216.60009765625,7391.60009765625,7216.60009765625,7387.89990234375,803955700,-0.02345957216947118,0.009650222554269916,0.15319253385014828
2022-05-10,7243.2001953125,7311.7001953125,7216.60009765625,7216.60009765625,919988500,0.0036791832699032893,0.009742151686391498,0.15465186358116254
2022-05-11,7347.7001953125,7349.7001953125,7239.0,7243.2001953125,1206944700,0.01432424100032349,0.010363267573602375,0.16451177261862984
2022-05-12,7233.2998046875,7347.7001953125,7158.5,7347.7001953125,966343100,-0.015692029093924455,0.01006726717129927,0.15981291190381533
2022-05-13,7418.2001953125,7422.0,7233.2998046875,7233.2998046875,871946000,0.02524112990700308,0.011723235483135698,0.18610059389655123
2022-05-16,7464.7998046875,7464.7998046875,7361.7001953125,7418.2001953125,814978400,0.00626214629530434,0.011792184684678231,0.1871951285388193
2022-05-17,7518.39990234375,7538.7001953125,7464.7998046875,7464.7998046875,821412200,0.007154723604237525,0.011914904627549133,0.18914324723728607
2022-05-18,7438.10009765625,7526.10009765625,7438.10009765625,7518.39990234375,830397600,-0.010737883361431048,0.012060645450621086,0.19145681107959558
2022-05-19,7302.7001953125,7438.10009765625,7228.7001953125,7438.10009765625,1037438100,-0.018371283485190945,0.012635254384755771,0.2005784451246132
2022-05-20,7390.0,7453.5,7302.7001953125,7302.7001953125,790841400,0.01188356542928539,0.0129401391622146,0.20541834092272518
2022-05-23,7513.39990234375,7513.39990234375,7390.0,7390.0,819767300,0.0165603450608964,0.013528810722623819,0.21476321223915998
2022-05-24,7484.39990234375,7529.7001953125,7434.5,7513.39990234375,1113802600,-0.0038672387310398626,0.013206676536844727,0.20964949057297744
2022-05-25,7522.7998046875,7546.39990234375,7484.39990234375,7484.39990234375,898078000,0.0051175418330788175,0.012528352598561247,0.19888143187873736
2022-05-26,7564.89990234375,7575.5,7512.5,7522.7998046875,709669900,0.0055807323501238315,0.01256959409672376,0.19953612036573978
2022-05-27,7585.5,7597.60009765625,7542.7998046875,7564.89990234375,713185000,0.00271941473284061,0.012539108450333035,0.1990521757322983
2022-05-30,7600.10009765625,7625.60009765625,7576.39990234375,7585.5,1009169800,0.0019228877437850263,0.012324090662521162,0.19563887416826548
2022-05-31,7607.7001953125,7648.2998046875,7591.7998046875,7600.10009765625,1620576000,0.0009995000121710731,0.012288479952512765,0.1950735716721095
2022-06-01,7533.0,7639.2001953125,7529.2001953125,7607.7001953125,734829800,-0.009867549118408684,0.012480481697345619,0.19812150488081878
2022-06-06,7608.2001953125,7646.7001953125,7532.7998046875,7533.0,696171700,0.009933269843090725,0.012494941181729361,0.19835104207941243
2022-06-07,7598.89990234375,7617.5,7570.7001953125,7608.2001953125,750124500,-0.0012231515632224305,0.01250122928041714,0.1984508625514962
2022-06-08,7593.0,7616.2001953125,7550.7001953125,7598.89990234375,776478300,-0.000776716892329148,0.011953897135190118,0.18976223410656304
